20mW_0mM_TEMPO_T1_Time_s,20mW_0mM_TEMPO_T1_Intensity,20mW_0mM_TEMPO_T2_Time_s,20mW_0mM_TEMPO_T2_Intensity,30mW_0mM_TEMPO_T1_Time_s,30mW_0mM_TEMPO_T1_Intensity,30mW_0mM_TEMPO_T2_Time_s,30mW_0mM_TEMPO_T2_Intensity,30mW_0mM_TEMPO_T3_Time_s,30mW_0mM_TEMPO_T3_Intensity,40mW_0mM_TEMPO_T1_Time_s,40mW_0mM_TEMPO_T1_Intensity,40mW_0mM_TEMPO_T2_Time_s,40mW_0mM_TEMPO_T2_Intensity,20mW_1mM_TEMPO_T1_Time_s,20mW_1mM_TEMPO_T1_Intensity,20mW_1mM_TEMPO_T2_Time_s,20mW_1mM_TEMPO_T2_Intensity,30mW_1mM_TEMPO_T1_Time_s,30mW_1mM_TEMPO_T1_Intensity,30mW_1mM_TEMPO_T2_Time_s,30mW_1mM_TEMPO_T2_Intensity,40mW_1mM_TEMPO_T1_Time_s,40mW_1mM_TEMPO_T1_Intensity,40mW_1mM_TEMPO_T2_Time_s,40mW_1mM_TEMPO_T2_Intensity,20mW_5mM_TEMPO_T1_Time_s,20mW_5mM_TEMPO_T1_Intensity,20mW_5mM_TEMPO_T2_Time_s,20mW_5mM_TEMPO_T2_Intensity,30mW_5mM_TEMPO_T1_Time_s,30mW_5mM_TEMPO_T1_Intensity,30mW_5mM_TEMPO_T2_Time_s,30mW_5mM_TEMPO_T2_Intensity,40mW_5mM_TEMPO_T2_Time_s,40mW_5mM_TEMPO_T2_Intensity
18.744,0.158165894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.769,0.142709943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.794,0.141164348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.845,0.147861927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.871,0.148892324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.896,0.129829985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.921,0.157135497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.947,0.129829985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.972,0.137042761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.998,0.142194745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.048,0.150953117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.074,0.14992272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.125,0.146316332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.15,0.126223596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.176,0.130860381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.226,0.120041216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.253,0.143225142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.277,0.138073158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.302,0.152498712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.353,0.133951571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.378,0.121586811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.404,0.132921175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.43,0.139618753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.455,0.14374034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.48,0.128284389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.506,0.141679547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.531,0.144770737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.582,0.136527563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.632,0.155589902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.658,0.14683153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.684,0.133951571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.71,0.145285935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.736,0.137042761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.76,0.155589902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.81,0.150953117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.836,0.131890778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.887,0.14064915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.912,0.151468315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.938,0.127253993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.963,0.144255538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.988,0.141164348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.014,0.146316332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
