20mW_0mM_TEMPO_T1_Time_s,20mW_0mM_TEMPO_T1_Intensity,20mW_0mM_TEMPO_T2_Time_s,20mW_0mM_TEMPO_T2_Intensity,30mW_0mM_TEMPO_T1_Time_s,30mW_0mM_TEMPO_T1_Intensity,30mW_0mM_TEMPO_T2_Time_s,30mW_0mM_TEMPO_T2_Intensity,30mW_0mM_TEMPO_T3_Time_s,30mW_0mM_TEMPO_T3_Intensity,40mW_0mM_TEMPO_T1_Time_s,40mW_0mM_TEMPO_T1_Intensity,40mW_0mM_TEMPO_T2_Time_s,40mW_0mM_TEMPO_T2_Intensity,20mW_1mM_TEMPO_T1_Time_s,20mW_1mM_TEMPO_T1_Intensity,20mW_1mM_TEMPO_T2_Time_s,20mW_1mM_TEMPO_T2_Intensity,30mW_1mM_TEMPO_T1_Time_s,30mW_1mM_TEMPO_T1_Intensity,30mW_1mM_TEMPO_T2_Time_s,30mW_1mM_TEMPO_T2_Intensity,40mW_1mM_TEMPO_T1_Time_s,40mW_1mM_TEMPO_T1_Intensity,40mW_1mM_TEMPO_T2_Time_s,40mW_1mM_TEMPO_T2_Intensity,20mW_5mM_TEMPO_T1_Time_s,20mW_5mM_TEMPO_T1_Intensity,20mW_5mM_TEMPO_T2_Time_s,20mW_5mM_TEMPO_T2_Intensity,30mW_5mM_TEMPO_T1_Time_s,30mW_5mM_TEMPO_T1_Intensity,30mW_5mM_TEMPO_T2_Time_s,30mW_5mM_TEMPO_T2_Intensity,40mW_5mM_TEMPO_T2_Time_s,40mW_5mM_TEMPO_T2_Intensity
1.854,4.600206079,1.974,6.319422978,2.002,11.27305513,2.226,4.441524987,1.925,3.900566718,2.225,152.3601236,1.999,6.211746522,2.225,3.396187532,2.124,3.394641937,1.975,3.120041216,2.451,3.107161257,2.2,1.281813498,4.526,171.0844925,2.717,3.637786473,2.234,3.507546115,2.501,3.248742314,2.3,3.19843488,2.3,3.203503349
1.881,4.715095312,2.025,7.231839258,2.025,12.32096857,2.251,4.577537352,1.952,3.934054611,2.275,155.8083462,2.024,6.723853684,2.276,3.491499227,2.15,3.432766615,2.026,3.108191654,2.475,3.0937661,2.226,3.063369397,4.551,175.3652756,2.768,3.610955841,2.285,3.518166574,2.525,3.226942426,2.326,3.219675797,2.35,3.225656878
1.904,4.895414735,2.051,7.742916023,2.075,14.46676971,2.3,5.080886141,1.976,3.954147347,2.3,157.4343122,2.049,7.439979392,2.302,3.400309119,2.2,3.313755796,2.051,3.164348274,2.525,3.075734158,2.3,3.051519835,4.601,178.0427615,2.82,3.685858021,2.31,3.572386808,2.575,3.22861934,2.35,3.221911683,2.425,3.150437919
1.93,5.094796497,2.076,8.391550747,2.125,16.9680577,2.326,5.516743946,2,3.928902628,2.325,159.1066461,2.099,9.062339001,2.351,3.417825863,2.226,3.382277177,2.1,3.078310149,2.55,3.164863472,2.351,3.18134982,4.651,175.2102009,2.869,3.697596423,2.362,3.520961431,2.6,3.221911683,2.4,3.173281163,2.45,3.2498712
1.956,5.39361154,2.126,9.84698609,2.15,18.3750644,2.377,6.470891293,2.051,3.893353941,2.525,170.3127254,2.149,11.16950026,2.377,3.485316847,2.277,3.432766615,2.125,3.102009274,2.575,3.165893869,2.375,3.207624936,4.702,177.2761463,2.895,3.67411962,2.388,3.540525433,2.65,3.121296814,2.426,3.206819452,2.5,3.279752705
1.981,5.771251932,2.153,10.77176713,2.2,21.48737764,2.401,6.961875322,2.1,3.987120041,2.55,171.4580113,2.174,12.48892324,2.427,3.371458011,2.302,3.434827409,2.15,3.080886141,2.6,3.098918083,2.425,3.163317877,4.776,176.5502318,2.921,3.698714366,2.437,3.545556177,2.7,3.163778647,2.45,3.121855785,2.525,3.256053581
2.006,6.095826893,2.178,11.58732612,2.225,23.31787738,2.45,8.376609995,2.125,4.04997424,2.601,173.5368367,2.199,13.88304997,2.453,3.465224111,2.327,3.391035549,2.176,3.043276662,2.625,3.068521381,2.451,3.187017002,4.827,178.7243689,2.971,3.646730017,2.464,3.493571828,2.726,3.217439911,2.502,3.19116825,2.6,3.233384853
2.031,6.536836682,2.228,13.56517259,2.251,25.10767646,2.476,9.177743431,2.15,4.229778465,2.675,177.1025245,2.249,17.02472952,2.503,3.523441525,2.378,3.442040185,2.201,3.180834621,2.675,3.070582174,2.476,3.112313241,4.876,179.6347244,3.023,3.668529905,2.513,3.54667412,2.775,3.208496367,2.526,3.163219676,2.625,3.121586811
2.057,6.8438949,2.253,14.75940237,2.3,28.94435858,2.551,12.20659454,2.176,4.29984544,2.7,177.8871716,2.299,20.80473982,2.529,3.48737764,2.428,3.39361154,2.276,3.1875322,2.7,3.074188563,2.525,3.117980422,4.926,178.3338485,3.098,3.591391839,2.539,3.465623253,2.8,3.076579094,2.55,3.171045277,2.676,3.201442555
2.082,7.335394127,2.305,17.23183926,2.35,32.99484802,2.602,14.67851623,2.226,4.847501288,2.726,179.0587326,2.324,22.91602267,2.605,3.5311695,2.479,3.383307573,2.325,3.13446677,2.751,3.163833076,2.576,3.186501803,4.976,180.0510046,3.125,3.571827837,2.59,3.491335942,2.85,3.273896031,2.601,3.128563443,2.725,3.281813498
2.108,7.906749098,2.33,18.74755281,2.376,35.3750644,2.651,17.69242658,2.251,5.14374034,2.776,180.6352396,2.374,27.47089129,2.63,3.535291087,2.504,3.401339516,2.375,3.212261721,2.775,3.091705307,2.625,3.250901597,5.051,180.6177228,3.174,3.652878703,2.615,3.517607602,2.9,3.096702068,2.627,3.205701509,2.75,3.282328697
2.159,9.299330242,2.38,21.71509531,2.425,40.10561566,2.677,19.35136528,2.276,5.416795466,2.8,181.6522411,2.424,32.77279753,2.656,3.458011334,2.555,3.500257599,2.4,3.210716126,2.8,3.103554869,2.651,3.137042761,5.101,180.8887172,3.225,3.59921744,2.665,3.537730576,2.95,3.180547792,2.675,3.23979877,2.8,3.126223596
2.184,9.807831015,2.407,23.10252447,2.451,42.55589902,2.726,22.97630088,2.325,6.464193715,2.85,183.8243174,2.449,35.50334879,2.706,3.470891293,2.58,3.347243689,2.425,3.232354456,2.825,3.19062339,2.701,3.135497166,5.126,181.319423,3.276,3.660145333,2.693,3.516489659,3,3.207378424,2.701,3.161542761,2.825,3.311695003
2.209,10.8449253,2.457,26.72642968,2.501,47.64142195,2.751,24.82895415,2.351,6.990211231,2.9,185.1159196,2.474,38.68057702,2.731,3.535806285,2.63,3.304482226,2.45,3.293147862,2.875,3.147861927,2.725,3.18134982,5.201,181.4724369,3.327,3.697596423,2.742,3.566797093,3.025,3.269424259,2.85,3.092230296,2.876,3.282843895
2.235,11.6244204,2.482,28.7187017,2.526,50.22668727,2.801,29.04224626,2.4,8.446676971,2.951,186.306543,2.524,44.6548171,2.782,3.49046883,2.656,3.444616177,2.475,3.312210201,2.901,3.29984544,2.775,3.266357548,5.276,181.0911901,3.379,3.612632756,2.767,3.484069312,3.075,3.164337619,2.925,3.275013974,2.9,3.287995878
2.26,12.57496136,2.508,30.56877898,2.576,55.59659969,2.826,31.46470891,2.426,9.157135497,3.05,188.8995363,2.549,48.52035033,2.807,3.504894384,2.681,3.38433797,2.5,3.545595054,2.975,3.419886656,2.801,3.229263266,5.301,181.8263782,3.454,3.604807155,2.793,3.556735606,3.15,3.162101733,2.976,3.160424818,2.975,3.194744977
2.311,14.73312725,2.558,35.01133436,2.675,70.16743946,2.876,36.76403916,2.451,10.14270994,3.1,190.3436373,2.574,51.53477589,2.832,3.495620814,2.733,3.415249871,2.55,3.830499742,3,3.632148377,2.85,3.360123648,5.351,182.2421432,3.479,3.569591951,2.844,3.572386808,3.175,2.992174399,3,3.195640022,3.001,3.28438949
2.336,15.82225657,2.585,37.25605358,2.7,74.59144771,2.901,39.55435343,2.55,14.9046883,3.125,191.3127254,2.624,58.16846986,2.858,3.433281813,2.758,3.382792375,2.575,3.95311695,3.05,3.813498197,2.901,3.705821741,5.427,181.0607934,3.53,3.670206819,2.869,3.563443264,3.226,3.225824483,3.051,3.184460593,3.05,3.260175167
2.362,17.27820711,2.635,42.06491499,4.351,204.9021123,3.001,51.4374034,2.576,16.16537867,3.176,191.8686244,2.674,65.07727975,2.909,3.531684699,2.808,3.529108707,2.625,4.252962391,3.15,4.832560536,2.926,3.85316847,5.476,182.9567233,3.632,3.732811627,2.92,3.543879262,3.25,3.214645053,3.1,3.149245388,3.101,3.269963936
2.412,20.05615662,2.66,44.58681092,4.476,208.2601752,3.051,57.95002576,2.626,19.33900052,3.225,193.4059763,2.699,68.20659454,2.959,3.617207625,2.833,3.48428645,2.675,4.696548171,3.225,5.810922205,2.951,4.022668727,5.502,183.0072128,3.682,3.694242594,2.97,3.517048631,3.275,3.202906652,3.125,3.116825042,3.15,3.308603812
2.438,21.61102524,2.685,47.44513138,4.55,210.306543,3.151,71.44873776,2.651,21.01545595,3.25,193.4157651,2.724,71.89489954,2.984,3.449252962,2.858,3.466769706,2.7,4.95002576,3.275,6.879443586,3.026,4.85935085,5.576,184.7903143,3.733,3.676914477,2.996,3.583007267,3.325,3.157070989,3.177,3.206819452,3.175,3.315301391
2.489,24.85213807,2.711,49.99381762,4.575,210.9103555,3.176,74.65790829,2.676,22.77022154,3.3,194.5342607,2.774,78.89592993,3.035,3.635239567,2.909,3.544564657,2.726,5.433797012,3.325,8.115919629,3.251,10.91138588,5.626,183.4971664,3.759,3.587479039,3.023,3.579653438,3.35,3.19116825,3.201,3.199552823,3.226,3.234930448
2.514,26.6244204,2.737,52.68263782,4.65,212.2539928,3.201,78.04070067,2.701,24.93456981,3.325,195.0118496,2.824,85.32818135,3.085,3.680577022,2.959,3.65327151,2.775,6.297784647,3.352,8.7501288,3.35,15.501288,5.677,185.6558475,3.809,3.523756288,3.072,3.532699832,3.375,3.19843488,3.25,3.165455562,3.275,3.191653787
2.566,30.65172591,2.787,58.05306543,4.776,214.3797012,3.251,84.8742916,2.776,31.61566203,3.375,195.6027821,2.874,91.98505925,3.136,3.81555899,2.985,3.776919114,2.826,7.352910871,3.4,10.25502318,3.5,25.31684699,5.726,178.3323029,3.861,3.633314701,3.124,3.593627725,3.45,3.27333706,3.301,3.272219117,3.3,3.339515714
2.59,32.74497682,2.837,64.03400309,4.826,215.6749098,3.276,88.43328181,2.8,34.17465224,3.401,196.5718702,2.899,94.9046883,3.161,3.95929933,3.061,4.108191654,2.851,7.911901082,3.425,11.07676455,3.526,27.05976301,5.777,183.8531685,3.886,3.680268306,3.148,3.458915595,3.5,3.103409726,3.325,3.219116825,3.325,3.256568779
2.641,36.97063369,2.863,66.81968058,4.875,216.2241113,3.326,94.85316847,2.825,36.6877898,3.45,196.8279238,2.974,103.8897476,3.212,4.192684183,3.111,4.332302937,2.875,8.672333849,3.475,12.98196806,3.551,29.5940237,5.851,182.872746,3.936,3.574622694,3.199,3.492453885,3.526,3.211291224,3.375,3.181665735,3.375,3.217413704
2.667,39.41885626,2.914,72.83410613,4.901,217.5136528,3.351,97.95466255,2.85,39.563627,3.5,197.7150953,2.999,106.6223596,3.237,4.44049459,3.162,4.72488408,2.926,10.14167955,3.5,14.10716126,3.601,33.80937661,5.877,187.3797012,3.988,3.608719955,3.25,3.502515372,3.55,3.2470654,3.4,3.083845724,3.426,3.304482226
2.692,41.86501803,2.939,75.51674395,4.951,217.451829,3.401,104.4301906,2.901,45.44976816,3.55,198.4028851,3.049,112.8985059,3.263,4.514683153,3.212,5.132921175,2.951,10.87789799,3.525,15.20556414,3.626,36.33075734,5.952,179.7460072,4.038,3.665735048,3.275,3.503074343,3.601,3.119619899,3.451,3.122414757,3.451,3.300360639
2.718,44.35085008,2.991,81.70324575,4.975,217.2874807,3.451,110.426069,2.925,48.38279238,3.6,199.1112828,3.074,114.8413189,3.288,4.610510046,3.238,5.390005152,2.975,11.91035549,3.575,17.63678516,3.676,40.66666667,6.026,183.4044307,4.09,3.600894354,3.326,3.565120179,3.65,3.228060369,3.5,3.106763555,3.5,3.241628027
2.768,49.46264812,3.019,84.13395157,5.001,218.4729521,3.476,114.0685214,2.951,51.4678001,3.65,199.638846,3.126,120.2782071,3.338,5.156620299,3.264,5.658938691,3,12.9366306,3.601,18.68933539,3.726,45.86759402,6.101,184.3668212,4.139,3.67411962,3.351,3.563443264,3.675,3.200670766,3.525,3.157629961,3.525,3.29675425
2.794,52.15352911,3.066,90.09119011,5.05,218.5337455,3.501,116.4368882,3.001,57.60432767,3.675,200.1865018,3.15,122.8320453,3.363,5.276146316,3.314,6.456980938,3.051,15.07212777,3.65,21.64245234,3.751,48.93920659,6.151,184.5754766,4.191,3.596422582,3.402,3.529904975,3.725,3.238121856,3.576,2.998882057,3.575,3.307058217
2.845,57.86913962,3.093,92.85110768,5.101,220.062339,3.551,122.7990726,3.026,60.93405461,3.725,200.1865018,3.199,127.3724884,3.414,5.956723338,3.365,7.082431736,3.101,17.26275116,3.675,23.09119011,3.801,54.44513138,6.328,183.6877898,4.243,3.645612074,3.453,3.583566238,3.775,3.197316937,3.6,3.252096143,3.625,3.188562597
2.921,66.28748068,3.118,95.83977331,5.126,220.1339516,3.601,128.1452859,3.076,67.31839258,3.775,201.4394642,3.251,131.5497166,3.465,6.679546625,3.389,7.62802679,3.126,18.56877898,3.701,24.92168985,3.826,56.44719217,6.428,184.9495106,4.292,3.646171045,3.478,3.506987144,3.803,3.201229737,3.625,3.134153158,3.65,3.283874292
2.946,69.06800618,3.168,101.4657393,5.176,220.7032457,3.627,130.9572385,3.1,70.55383823,3.825,201.1607419,3.299,135.6810922,3.515,7.492014426,3.441,8.705821741,3.175,21.48943843,3.75,28.33693972,3.876,61.86398764,6.476,183.3735188,4.343,3.657909447,3.529,3.488541084,3.85,3.161542761,3.676,3.18334265,3.7,3.262751159
2.971,72.44049459,3.193,104.1911386,5.201,221.5620814,3.701,138.6579083,3.126,73.82740855,3.876,202.2112313,3.324,138.0267903,3.566,8.637815559,3.491,9.901081917,3.2,22.83513653,3.775,30.16228748,3.901,64.78876868,6.527,183.7630088,4.394,3.677473449,3.556,3.588596982,3.875,3.1235327,3.701,3.136389044,3.75,3.39052035
3.022,78.09994848,3.244,109.8171046,5.225,221.3853684,3.727,141.4430706,3.175,80.67697063,3.925,202.0386399,3.349,139.4595569,3.617,9.738794436,3.541,11.25399279,3.25,26.17877383,3.825,33.71303452,3.951,70.15971149,6.602,185.0195775,4.471,3.600894354,3.605,3.584684181,3.925,3.243152599,3.725,3.18334265,3.8,3.441524987
3.047,81.08500773,3.27,112.3019062,5.276,221.9850592,3.776,145.9469346,3.201,83.92014426,3.951,202.4827409,3.399,143.2184441,3.769,14.28851108,3.567,11.99278722,3.301,29.56723338,3.851,35.9701185,4.001,75.64554353,7.002,183.5842349,4.495,3.652878703,3.656,3.527110117,3.975,3.20234768,3.776,3.113471213,3.851,3.476558475
3.1,86.95105616,3.32,117.5146832,5.301,222.5888717,3.801,148.1427099,3.226,87.13137558,4,202.2431736,3.424,144.7094281,3.794,15.13601236,3.617,13.7511592,3.327,31.21586811,3.875,38.03297269,4.051,81.0298815,7.102,183.4157651,4.546,3.703186138,3.682,3.515371716,4.025,3.17216322,3.825,3.181665735,3.875,3.482740855
3.149,92.71664091,3.396,124.8505925,5.351,221.8768676,3.851,152.8243174,3.276,93.34981968,4.05,203.254508,3.474,147.5337455,3.844,17.16640907,3.668,15.48840804,3.351,33.20865533,3.925,41.87017002,4.101,86.02782071,7.176,187.3992787,4.572,3.599776411,3.732,3.532699832,4.05,3.120737842,3.851,3.239239799,3.925,3.5625966
3.175,95.07779495,3.422,127.0958269,5.377,223.3807316,3.876,154.7578568,3.301,96.7192169,4.1,203.7666151,3.5,149.9062339,3.895,19.14425554,3.718,17.54404946,3.375,35.24781041,3.951,43.93199382,4.126,88.38124678,7.251,180.4095827,4.622,3.576299609,3.784,3.604248183,4.1,3.255449972,3.9,3.177752935,3.975,3.672849047
3.2,98.3446677,3.472,132.0535806,5.426,222.7346728,3.926,158.6115404,3.351,103.0437919,4.15,203.9139619,3.549,152.4420402,3.92,20.32302937,3.769,19.80886141,3.427,39.22514168,3.975,46.2179289,4.151,91.77228233,7.326,183.7253993,4.673,3.644494131,3.808,3.490217999,4.126,3.2470654,3.925,3.155953046,4,3.834621329
3.251,103.9711489,3.524,136.4126739,5.451,223.0592478,3.951,160.678001,3.376,105.7284905,4.175,203.6816074,3.574,153.8114374,3.971,22.63420917,3.794,20.74446162,3.451,41.62184441,4.026,50.87171561,4.251,101.1834106,7.377,184.1803194,4.698,3.555058692,3.86,3.459474567,4.175,3.107881498,3.977,3.130240358,4.05,3.996393612
3.276,106.6331788,3.549,139.1303452,5.501,224.807831,4.001,164.4688305,3.426,111.7861927,4.2,203.9562081,3.625,156.8315301,4.047,26.40288511,3.87,24.37712519,3.5,44.7825863,4.075,54.94178259,4.326,109.1020093,7.477,182.7053065,4.749,3.66294019,3.884,3.48686417,4.2,3.280603689,4,3.17216322,4.1,4.395672334
3.301,109.4265842,3.599,143.077795,5.551,224.3173622,4.026,166.9005667,3.476,117.4404946,4.25,204.2076249,3.649,157.6136012,4.073,28.12158681,3.922,27.07058217,3.551,49.80783101,4.125,59.7176713,4.351,111.2287481,7.552,183.9448738,4.775,3.592509782,3.937,3.500279486,4.25,3.190609279,4.052,3.178870878,4.15,4.849046883
3.327,112.2581144,3.625,145.0721278,5.601,224.8681092,4.076,170.0046368,3.502,120.2431736,4.3,205.0690366,3.749,162.2874807,4.122,30.58062854,3.946,28.50695518,3.577,52.32972694,4.151,61.97269449,4.401,114.7058217,7.626,182.9912416,4.825,3.632196758,3.987,3.543320291,4.275,3.125768586,4.101,3.184460593,4.176,5.045852653
3.378,117.3863988,3.65,147.0355487,5.626,224.2266873,4.101,171.1679547,3.552,125.4848016,4.35,205.2910871,3.799,165.2472952,4.174,33.58784132,3.971,29.87686759,3.601,54.05873261,4.175,64.3750644,4.426,116.9227202,7.677,184.12983,4.851,3.642258245,4.037,3.524874231,4.325,3.153158189,4.151,3.133035215,4.225,5.754250386
3.403,119.748068,3.701,150.9474498,5.676,226.010304,4.176,176.2282329,3.576,127.7223081,4.475,204.745492,3.825,165.922205,4.224,36.72230809,3.998,31.22565688,3.651,58.24111283,4.225,68.28954147,4.476,121.5893869,7.726,184.0793405,4.902,3.616545556,4.089,3.533817775,4.35,3.245388485,4.177,3.157629961,4.276,6.364760433
3.454,124.6625451,3.753,154.7903143,5.727,224.7825863,4.201,177.9139619,3.626,132.88305,4.551,205.3317877,3.874,168.2375064,4.249,38.25502318,4.047,34.41061309,3.701,62.05770222,4.252,71.38279238,4.526,125.6027821,7.776,183.7475528,4.979,3.56176635,4.113,3.518725545,4.375,3.167691448,4.225,3.230296255,4.3,6.916022669
3.479,127.2642968,3.778,156.4811953,5.776,226.2199897,4.227,179.0891293,3.651,135.4250386,4.625,205.5965997,3.899,169.0319423,4.3,42.18238022,4.098,37.65275631,3.752,68.41421947,4.275,73.4688305,4.576,128.4626481,7.851,183.8614116,5.028,3.558412521,4.139,3.593627725,4.4,3.2470654,4.251,3.214086082,4.377,8.301906234
3.505,129.8469861,3.828,160.007728,5.801,225.9155075,4.276,181.9866048,3.727,141.9706337,4.676,205.800103,3.949,170.1890778,4.376,47.62751159,4.123,39.61257084,3.777,69.79752705,4.325,77.77949511,4.601,130.4564657,7.901,182.4281298,5.08,3.66685299,4.165,3.508105087,4.426,3.189491336,4.3,3.226942426,4.4,8.831014941
3.531,132.2895415,3.853,161.5641422,5.827,225.5430191,4.327,183.9263266,3.751,144.1689851,4.7,205.8619268,3.999,172.3096342,4.401,49.38485317,4.148,41.20762494,3.825,73.17722823,4.35,79.74085523,4.652,134.4806801,7.951,182.5358063,5.106,3.613191727,4.24,3.52431526,4.501,3.294577977,4.35,3.174958077,4.45,10.29314786
3.555,134.0839773,3.904,165.2354456,5.876,227.2771767,4.351,186.002576,3.776,146.5517774,4.776,206.3276662,4.024,172.5976301,4.451,53.187017,4.199,44.75734158,3.875,79.18959299,4.4,85.77640392,4.676,134.98712,8.001,183.5919629,5.155,3.60313024,4.292,3.447736165,4.55,3.206260481,4.425,3.166014533,4.476,10.80267903
3.606,138.7578568,3.93,166.5074704,5.926,226.1421947,4.401,187.9386914,3.826,150.4832561,4.825,206.1442555,4.074,175.0695518,4.502,57.02679031,4.225,46.29005667,3.926,82.92787223,4.425,86.83616692,4.701,136.3333333,8.051,184.0906749,5.181,3.589714925,4.343,3.598658468,4.575,3.210173281,4.475,3.21352711,4.551,12.95414735
3.632,140.9036579,3.957,167.9793921,6.002,226.8191654,4.451,190.1159196,3.851,152.550747,4.875,206.2694487,4.1,175.0231839,4.527,58.98196806,4.251,48.75167439,3.95,84.95054096,4.451,90.80319423,4.752,140.2725399,8.076,181.9258114,5.232,3.56567915,4.393,3.494689771,4.626,3.198993851,4.525,3.207378424,4.576,13.85935085
3.657,142.7537352,4.006,171.3312725,6.051,227.5497166,4.476,191.6172076,3.901,156.3395157,4.9,206.7274601,4.149,176.7197321,4.579,62.65275631,4.327,54.05100464,4.001,90.11695003,4.5,93.82483256,4.801,143.3405461,8.151,184.0298815,5.282,3.356623812,4.443,3.494689771,4.65,3.160424818,4.55,3.143655674,4.625,15.49356002
3.708,146.9021123,4.031,172.4976816,6.077,227.7439464,4.526,193.2112313,3.951,159.6373004,4.95,205.9520866,4.174,177.1715611,4.629,66.83101494,4.376,57.48480165,4.05,94.40185471,4.55,97.77022154,4.852,147.1942298,8.226,184.7537352,5.334,3.712688653,4.469,3.565120179,4.726,3.264393516,4.625,3.18334265,4.676,17.63214838
3.735,149.0860381,4.082,175.7104585,6.151,227.7820711,4.551,194.3426069,4.001,163.2601752,4.975,206.6975786,4.224,178.7290057,4.679,71.06903658,4.428,61.62287481,4.076,95.8449253,4.575,100.2297785,4.901,147.3838228,8.303,183.1674395,5.384,3.681945221,4.494,3.487982113,4.751,3.328116266,4.65,3.112912241,4.726,19.56671819
3.758,151.0891293,4.108,177.1597115,6.177,228.1009789,4.601,196.1236476,4.027,164.7624936,5,206.6749098,4.274,179.7305513,4.73,74.65018032,4.452,63.00309119,4.127,100.3884596,4.6,103.9000515,4.951,150.6764554,8.452,182.929933,5.411,3.664058133,4.545,3.444382337,4.801,3.294577977,4.701,3.221911683,4.75,20.52704791
3.785,152.862442,4.133,178.2333849,6.226,226.9319938,4.626,196.9572385,4.076,167.8928387,5.076,206.7882535,4.3,180.0030912,4.755,77.01287996,4.503,67.36733642,4.175,104.7645544,4.625,103.1957754,5.001,151.9026275,8.526,181.8335909,5.462,3.608719955,4.596,3.494689771,4.825,3.367244271,4.725,3.190609279,4.8,22.937661
3.835,156.3884596,4.184,180.7408552,6.251,228.0999485,4.676,199.2385368,4.101,169.2715095,5.101,207.0262751,4.349,181.5311695,4.805,81.12004122,4.529,68.82998454,4.226,108.0463679,4.651,105.3297269,5.027,154.4245234,8.577,183.1102524,5.511,3.664617105,4.646,3.478479598,4.876,3.432643935,4.776,3.328116266,4.827,24.29984544
3.86,158.4698609,4.26,184.4744977,6.326,227.6378156,4.726,201.0592478,4.151,172.0551262,5.15,206.5136528,4.374,182.2426584,4.831,82.79237506,4.58,72.5007728,4.275,111.5301391,4.7,109.9644513,5.076,155.7372488,8.626,179.2807831,5.588,3.632196758,4.673,3.474007826,4.901,3.480156512,4.801,3.182224707,4.875,26.74497682
3.885,160.0144256,4.285,185.3482741,6.351,228.7619784,4.776,202.1442555,4.176,173.384338,5.176,206.9263266,4.425,182.1937146,4.881,87.45749614,4.604,74.54198867,4.327,116.2586296,4.726,111.6651211,5.127,157.4878928,8.701,181.5600206,5.638,3.523756288,4.723,3.541643376,4.95,3.601453326,4.851,3.238121856,4.928,29.11488923
3.911,161.7109737,4.338,187.6615147,6.401,227.6615147,4.826,203.6692427,4.226,176.2488408,5.225,206.62339,4.474,183.9809377,4.908,89.68469861,4.655,78.23596084,4.351,116.9185987,4.775,115.9191139,5.201,159.6032973,8.751,182.5234415,5.69,3.74175517,4.775,3.588596982,4.975,3.679709335,4.901,3.237562884,4.975,31.97681607
3.962,164.7676455,4.361,188.8768676,6.451,228.7573416,4.851,204.5059248,4.251,177.5244719,5.25,206.8021638,4.499,183.8165894,4.932,91.63266358,4.68,80.07161257,4.401,120.236476,4.801,118.3693972,5.226,160.737764,8.801,182.4327666,5.74,3.603689212,4.799,3.512017887,5.026,3.801006149,4.951,3.240357742,5.001,33.43019062
3.987,166.187017,4.412,190.9510562,6.501,228.1159196,4.901,206.0319423,4.301,179.9108707,5.301,206.8361669,4.549,185.0479134,4.983,96.29469346,4.731,83.57135497,4.451,124.4703761,4.85,121.8418341,5.276,163.3405461,8.851,182.5414735,5.792,3.632755729,4.85,3.411403018,5.051,3.89882616,4.977,3.281721632,5.05,35.91035549
4.013,168.1978362,4.463,193.0525502,6.551,228.9562081,4.926,206.2081401,4.327,181.1561051,5.35,206.5785677,4.599,185.6223596,5.009,98.48222566,4.781,87.70273055,4.475,125.7970118,4.876,122.4451314,5.327,163.942813,8.927,182.503864,5.816,3.596422582,4.901,3.544997205,5.126,4.218557854,5.025,3.202906652,5.1,38.98248326
4.064,170.9876352,4.489,193.5332303,6.577,228.8943843,4.976,207.88305,4.376,183.2328697,5.4,206.7954663,4.649,186.6532715,5.059,101.4214323,4.857,94.07212777,4.501,127.6403916,4.925,125.6151468,5.401,167.2112313,9.001,180.9422978,5.866,3.697596423,4.927,3.514253773,5.176,4.569591951,5.077,3.380659586,5.126,40.59763009
4.089,172.6713035,4.539,195.9984544,6.651,229.8552293,5.026,209.0443071,4.401,184.1772282,5.45,206.6048429,4.675,187.4028851,5.11,105.5935085,4.882,95.86862442,4.55,129.825863,4.95,128.1679547,5.427,167.5899021,9.076,182.0829469,5.893,3.664617105,4.977,3.465623253,5.225,4.912241476,5.125,3.285634433,5.176,43.66563627
4.139,175.4281298,4.565,196.8222566,6.676,228.5265327,5.051,209.5486862,4.451,186.194745,5.5,207.3838228,4.7,187.2720247,5.16,108.9860896,4.934,99.19010819,4.601,133.6038125,5,131.1962906,5.476,168.8438949,9.127,182.2369912,5.943,3.627724986,5.028,3.478479598,5.275,5.380659586,5.152,3.234209055,5.225,46.33178774
4.165,176.6759402,4.616,198.3312725,6.726,229.2256569,5.102,210.9489954,4.527,189.1071613,5.551,206.6944874,4.749,187.485832,5.212,113.3647604,4.958,100.2606904,4.626,135.0984029,5.025,131.553323,5.526,168.9129315,9.176,180.3915507,5.994,3.645612074,5.054,3.548351034,5.3,5.650642817,5.2,3.324203466,5.276,49.36218444
4.216,179.3400309,4.641,199.244204,6.776,228.7279753,5.151,212.0577022,4.551,189.9417826,5.625,206.4533745,4.775,188.244204,5.261,116.6810922,5.009,104.2035033,4.676,136.7970118,5.05,133.1617723,5.551,170.4966512,9.228,182.1782586,6.044,3.647288988,5.105,3.483510341,5.351,6.313583007,5.225,3.329793181,5.3,50.91859866
4.266,181.8578053,4.692,201.0690366,6.801,229.072643,5.201,212.4724369,4.601,192.303967,5.7,206.7758887,4.799,188.7326121,5.286,118.867594,5.06,107.1267388,4.726,141.0942813,5.075,134.8583205,5.601,171.940237,9.276,181.7496136,6.07,3.613750699,5.129,3.401341532,5.404,6.975964226,5.275,3.388485187,5.325,52.38382277
4.293,182.9062339,4.742,202.6429675,6.851,229.2086553,5.251,213.5955693,4.627,193.0432767,5.751,206.5327151,4.849,189.3750644,5.337,122.8062854,5.11,110.4188563,4.776,141.9562081,5.125,137.7300361,5.676,171.1854714,9.326,180.6512107,6.12,3.671883734,5.18,3.52822806,5.45,7.826159866,5.325,3.522079374,5.375,55.73055126
